session ID,item ID
0,5562
0,54397
0,54398
0,54399
0,54400
0,54401
0,44028
1,15347
1,40022
1,42705
1,16127
1,16497
2,33809
2,35263
2,42436
2,17513
2,20679
2,16165
2,310
2,54620
3,44436
3,35983
3,43037
3,42355
3,7239
3,25908
4,2464
4,26423
4,2560
4,61
4,14995
4,25236
5,17273
5,42833
5,29625
5,48374
5,41088
5,19886
6,14302
6,13889
6,54500
7,17468
7,52580
7,42405
7,35873
7,18185
7,48563
7,54490
7,18955
8,31995
8,43917
8,37146
9,16939
9,54663
9,47844
9,16885
9,9868
9,19282
9,32258
9,44804
9,6491
9,48921
9,20395
9,52784
10,36992
10,52693
10,21431
10,52120
10,54664
10,52428
11,36865
11,9856
11,34604
11,34873
12,17513
12,31914
12,40452
12,52568
12,35393
12,42180
12,12062
12,9397
12,25016
12,10186
13,3152
13,35988
13,33922
13,22840
13,15174
13,18764
13,22549
13,9868
13,4822
13,7096
14,746
14,37519
14,17629
14,36099
14,37488
14,33576
14,8182
14,35831
15,3699
15,38835
15,17705
15,12706
15,52841
15,33750
15,30011
15,52591
16,39763
16,54339
16,54340
16,52517
16,35831
16,44589
16,49960
16,47091
17,7196
17,4368
17,37488
17,54625
17,49394
17,28447
17,24733
17,37837
17,15131
17,39685
17,34725
17,1038
18,44162
18,3354
18,1742
19,37457
19,16611
19,20066
19,33014
19,33910
20,34746
20,34032
20,12782
20,53900
21,31755
21,31470
21,3400
21,53385
21,49250
21,13425
21,27790
21,54585
22,8094
22,54377
22,53783
22,46264
22,54378
22,54379
22,54380
22,40680
23,23344
23,47841
23,28038
23,17368
23,48428
24,4236
24,31320
24,33694
24,306
24,7505
24,4479
24,16225
24,53660
25,36780
25,51820
25,7779
25,47171
25,37223
25,33881
26,31100
26,8081
26,42579
26,54365
26,22262
26,44871
26,46619
26,34604
26,13789
26,54459
26,54324
26,44758
26,37011
27,54602
27,35836
27,36865
27,23009
27,46418
27,42056
27,8895
28,52284
28,38368
28,9541
28,9283
28,4622
28,19984
28,4923
28,23527
28,41872
28,14835
28,48972
29,45446
29,18931
29,8193
29,14830
29,43037
30,39003
30,7966
30,25982
30,45069
31,23527
31,10309
31,20843
32,14821
32,53894
33,18503
33,18975
33,27719
33,27634
33,33486
33,18955
33,5997
33,46619
33,15152
33,1038
34,10449
34,51884
34,46355
34,31566
34,53264
34,19290
34,45138
34,43188
34,41934
34,31113
34,35616
34,20426
34,1717
35,26324
35,19791
35,28766
35,4780
35,35667
35,31528
35,10308
35,18444
36,53280
36,40048
36,49106
36,4574
37,51649
37,1717
37,54499
38,26916
38,14019
38,10715
38,37293
38,54432
38,10378
38,11100
38,37609
38,44589
38,53900
38,24733
39,30485
39,42041
39,8180
39,34604
39,46029
39,33809
39,47533
40,15696
40,43814
40,29481
40,53501
40,34746
40,17177
40,54206
40,38295
40,37055
41,11951
41,13095
41,27475
41,53052
42,10171
42,44571
42,7755
42,40051
42,16845
42,7347
42,3498
42,38757
42,979
43,4944
43,54730
43,46017
43,36092
43,45011
43,16359
43,30483
44,37213
44,54361
44,18043
44,44033
44,54377
44,30205
45,2336
45,53206
45,29066
45,4780
45,54396
45,52781
45,42337
46,21821
46,29942
46,29819
46,53383
46,10767
46,54552
47,14764
47,23976
47,50518
47,12180
47,40128
47,48189
47,35606
47,13850
47,16781
48,9032
48,54688
48,16604
48,32302
49,53805
49,7442
49,44564
49,47476
49,26311
49,3421
49,51946
49,1414
49,1038
49,32428
49,34305
49,1556
49,35493
49,54788
49,34517
49,46264
49,4585
50,21311
50,10125
50,22217
50,50544
50,48815
50,28694
50,7554
50,46619
51,52169
51,53193
51,40922
51,30773
51,6697
51,23912
51,31596
52,38970
52,2170
52,26659
52,40515
52,26801
52,12080
53,539
53,36273
53,5171
53,37936
53,21750
53,31866
53,32562
53,23104
54,24865
54,36286
54,15996
54,24104
54,46702
54,9926
54,41753
54,31994
54,54533
54,41701
55,42385
55,31994
55,40386
55,22285
55,32009
55,13592
55,7796
56,50416
56,7110
56,10606
56,5252
56,22460
56,52498
56,6441
56,48832
56,33694
56,15152
56,1038
57,34766
57,21081
57,37146
57,9065
57,27596
57,51546
57,13325
57,35542
58,45933
58,32800
58,3228
58,42901
58,7721
58,33937
58,54572
59,43541
59,35263
59,6697
60,50348
60,17513
60,33809
61,6508
61,31529
61,42053
61,25756
61,38015
61,18339
61,23239
61,9982
61,26321
61,27663
62,29177
62,54784
62,52687
62,54785
62,39393
63,33156
63,29508
63,50200
63,50910
64,9315
64,47640
64,34901
64,22450
64,40412
64,52592
64,33248
64,26234
65,48570
65,26810
66,22092
66,9000
66,41968
66,48889
66,16686
67,48452
67,54569
67,54090
67,2876
67,39198
67,8112
67,5701
68,47626
68,41713
68,18114
69,40027
69,45050
69,18650
69,41730
70,2560
70,17468
70,385
70,17810
70,35873
70,695
70,39020
70,28451
71,40456
71,9033
71,23912
71,24147
71,33525
71,19282
71,38791
72,38823
72,42790
72,28216
73,19933
73,53535
73,39970
73,32957
73,34073
74,47238
74,37293
74,50806
74,13633
74,27592
75,35672
75,42180
76,40092
76,54704
76,54720
77,51197
77,3522
77,42786
77,47076
77,946
78,34906
78,27823
78,34575
78,25409
78,5901
78,24638
78,33525
78,44069
78,23527
78,21151
79,15614
79,33251
79,33525
79,48194
79,52677
79,14311
79,15468
79,44589
79,34227
79,10308
80,1038
80,38729
80,11584
80,5239
80,41109
80,9390
80,10138
80,46084
80,7796
80,37488
81,53034
81,35262
81,28336
81,11972
81,44621
82,52741
82,13933
82,12025
82,15943
82,52819
82,22955
82,759
82,49868
82,47782
82,10922
82,32800
82,13815
82,16885
82,37488
83,54520
83,336
83,45110
83,39777
83,54521
84,15675
84,15989
84,34873
84,37441
85,31355
85,16614
85,7899
86,24167
86,31529
86,10110
86,2512
86,50925
86,40953
86,31577
86,23776
86,16781
87,26872
87,28353
87,14087
87,34607
87,18313
87,49859
87,15996
87,49330
88,12273
88,12635
88,44516
88,42899
88,22483
88,11921
88,37223
88,51899
88,33983
88,8867
88,54620
89,52124
89,14980
89,50774
89,4700
89,41810
89,7239
90,4882
90,18005
90,40106
90,53407
90,39379
90,8418
90,16967
90,317
90,15266
90,48832
91,10254
91,32053
91,49145
91,2560
91,14295
91,45351
91,16497
92,50676
92,14843
92,31528
92,18979
92,15912
92,23134
93,54410
93,5718
93,6068
94,11007
94,2982
95,45351
95,50614
95,17513
96,15468
96,20537
96,13633
96,19827
96,20239
96,22144
97,42046
97,30198
97,6319
97,24291
97,2049
98,36939
98,20965
98,14764
98,1748
98,52389
98,43817
98,42798
99,34227
99,44564
99,9810
99,47886
99,20601
99,8869
99,26523
99,25635
100,34305
100,15996
100,4649
100,27475
100,17810
100,13380
100,32443
100,42113
100,29522
100,44589
100,10308
100,35831
101,36165
101,50610
101,4293
101,54565
101,44936
101,9226
101,54566
101,34177
102,26795
102,16491
102,48659
102,24431
102,37392
102,26392
102,27592
102,34434
103,1464
103,21572
103,15468
103,42899
103,29268
103,10906
103,37293
104,25763
104,700
104,54573
104,12994
104,42134
105,54054
105,52724
105,46127
105,19468
105,50106
105,4018
105,45418
105,993
105,20663
105,52784
105,37488
106,26674
106,49153
106,28283
106,47971
107,6443
107,31784
107,36708
107,42807
107,40549
107,14563
107,54389
107,16885
107,27671
107,24115
107,6875
108,54362
108,28079
108,10162
108,54363
108,41499
108,54364
109,20320
109,22931
109,40092
109,45237
109,31656
110,51899
110,26871
110,33095
110,25197
110,326
110,26530
110,14569
110,21736
111,29943
111,19173
111,44563
111,8346
111,54574
111,10420
111,18797
111,20777
111,54488
112,14355
112,11443
112,33812
112,3880
112,52552
113,15678
113,27711
113,54438
113,32727
113,45023
113,833
113,310
113,3270
114,26673
114,24824
114,38368
115,33057
115,34869
115,41935
115,33006
115,37223
116,20223
116,42180
116,25629
116,10690
117,50448
117,26916
117,18896
117,54377
118,54426
118,18664
118,54428
118,54082
118,54429
118,54431
118,8491
119,54718
119,9375
119,23490
119,37383
119,29246
119,54458
119,8895
120,36043
120,10537
120,23846
120,54666
120,16652
120,14929
120,37438
120,21636
120,54394
121,6548
121,16252
121,17924
121,23964
121,38559
121,35176
121,44589
121,16781
122,23996
122,8414
122,41591
122,23042
122,46619
123,48189
123,54478
123,664
123,44290
123,31725
123,5842
123,41135
123,54479
123,33436
123,36858
123,28451
123,44516
123,22622
124,7855
124,1446
124,690
125,7642
125,25973
125,53878
125,2014
125,2850
125,4593
125,37463
125,189
125,15466
125,31558
126,46408
126,53162
126,12782
127,6644
127,50126
128,10795
128,49394
128,54653
128,21243
128,20556
128,22037
128,33230
128,42337
128,50346
128,51326
128,51899
129,3016
129,44037
129,37258
129,4852
129,24565
130,24658
130,2615
130,5322
130,18957
130,15477
130,25973
130,38214
130,4851
130,6441
131,54069
131,42899
131,53530
131,36554
131,28562
131,27663
131,2615
132,2152
132,42633
132,38816
132,22942
132,38770
133,30675
133,48734
133,37174
133,25689
133,39977
134,13838
134,40048
134,26518
134,10872
134,37780
134,25991
134,46619
134,33983
134,40745
134,36858
134,49944
134,46700
135,42180
135,682
135,39777
135,54509
135,51899
136,47576
136,13195
136,49330
136,18529
136,31995
136,54621
136,38015
136,41069
137,17405
137,20993
137,48285
137,19543
137,36065
137,18750
137,19149
137,48843
138,51619
138,12673
138,6810
139,35831
139,53818
139,26236
139,5085
139,35351
139,21890
139,47827
139,45477
139,25689
140,47526
140,28361
140,47294
140,53873
141,2268
141,24927
141,3895
141,51946
141,25222
141,17664
141,32254
141,8367
