id,name,imageLink
1yxBcPNT4hthJ82DAtG2uytS2JHxkbuu9,electronic_1.jpg,https://drive.google.com/uc?export=view&id=1yxBcPNT4hthJ82DAtG2uytS2JHxkbuu9
1ssQpJrw5SkdvKAHK6AmtWEZ81ny3kgSZ,electronic_2.jpg,https://drive.google.com/uc?export=view&id=1ssQpJrw5SkdvKAHK6AmtWEZ81ny3kgSZ
1eTQ433Z6owxQrqsnC_f8u9jmSWf65aPE,electronic_3.jpg,https://drive.google.com/uc?export=view&id=1eTQ433Z6owxQrqsnC_f8u9jmSWf65aPE
1zSQAMB6hIcMYNfYvH5MvSn5lKoQ-3VHA,electronic_4.jpg,https://drive.google.com/uc?export=view&id=1zSQAMB6hIcMYNfYvH5MvSn5lKoQ-3VHA
1GzVixmGFKQWgK0VLoB01usPgv5cUpOy0,electronic_5.jpg,https://drive.google.com/uc?export=view&id=1GzVixmGFKQWgK0VLoB01usPgv5cUpOy0
1DKMQu9FJNg5r92Ji7Ckk04RTSql_CJ4q,electronic_6.jpg,https://drive.google.com/uc?export=view&id=1DKMQu9FJNg5r92Ji7Ckk04RTSql_CJ4q
1bTFfVE04bmp0dDIMF5ldPEjTaORQeNdW,electronic_7.jpg,https://drive.google.com/uc?export=view&id=1bTFfVE04bmp0dDIMF5ldPEjTaORQeNdW
1kx29UREffAJuGEZMbW0JCUstHtEPEJp-,electronic_8.jpg,https://drive.google.com/uc?export=view&id=1kx29UREffAJuGEZMbW0JCUstHtEPEJp-
1qbWdhyg4rz56a9kZ-bbwIv7Ev8A64Z9_,electronic_9.jpg,https://drive.google.com/uc?export=view&id=1qbWdhyg4rz56a9kZ-bbwIv7Ev8A64Z9_
1He1iGweCG-M3uVLJ-OGONFxcG4lGO7ix,electronic_10.jpg,https://drive.google.com/uc?export=view&id=1He1iGweCG-M3uVLJ-OGONFxcG4lGO7ix
1BCnNiKA67MS6vO_DqaKo4SL_ZfRlTA5J,electronic_11.jpg,https://drive.google.com/uc?export=view&id=1BCnNiKA67MS6vO_DqaKo4SL_ZfRlTA5J
1kas0HYYEVfdh7I--ULDmByB4RZyvYJ9s,electronic_12.jpg,https://drive.google.com/uc?export=view&id=1kas0HYYEVfdh7I--ULDmByB4RZyvYJ9s
1ZbSP5n8pzLyGFiKmN9RYl8gKF1VhhElp,electronic_13.jpg,https://drive.google.com/uc?export=view&id=1ZbSP5n8pzLyGFiKmN9RYl8gKF1VhhElp
1W50v2izTQBYUhUjSSj5cQq9-CAHlq6Oa,electronic_14.jpg,https://drive.google.com/uc?export=view&id=1W50v2izTQBYUhUjSSj5cQq9-CAHlq6Oa
1RV5z8wLpNKVkkETqyWHziaoApFrnzYz4,electronic_15.jpg,https://drive.google.com/uc?export=view&id=1RV5z8wLpNKVkkETqyWHziaoApFrnzYz4
1Uwyto9KczCW0Wwp7lxvyAca7b_7lh8C7,electronic_16.jpg,https://drive.google.com/uc?export=view&id=1Uwyto9KczCW0Wwp7lxvyAca7b_7lh8C7
1qAmVRZQPrUYfa1eqHrTZvghz9emjocrN,electronic_17.jpg,https://drive.google.com/uc?export=view&id=1qAmVRZQPrUYfa1eqHrTZvghz9emjocrN
1CVOdLiiiT2eXRUokOQ93olImsKnd_WwN,electronic_18.jpg,https://drive.google.com/uc?export=view&id=1CVOdLiiiT2eXRUokOQ93olImsKnd_WwN
1P8s7rQPsQKUL9hmEOnZkWXkTt6ALCubN,electronic_19.jpg,https://drive.google.com/uc?export=view&id=1P8s7rQPsQKUL9hmEOnZkWXkTt6ALCubN
1Ag1uEvcwdkVB-vnFPHliI1bpwfejif6l,electronic_20.jpg,https://drive.google.com/uc?export=view&id=1Ag1uEvcwdkVB-vnFPHliI1bpwfejif6l
1AZjfnJyxONYbP18fCs4hw1D8ItdKhKM5,electronic_21.jpg,https://drive.google.com/uc?export=view&id=1AZjfnJyxONYbP18fCs4hw1D8ItdKhKM5
1Y40NyKQls7eSGJFzudqgSRiofBpOGqEm,electronic_22.jpg,https://drive.google.com/uc?export=view&id=1Y40NyKQls7eSGJFzudqgSRiofBpOGqEm
1JYEwGODC_XhsR4CASJvx2lrqC-nv3hzO,electronic_23.jpg,https://drive.google.com/uc?export=view&id=1JYEwGODC_XhsR4CASJvx2lrqC-nv3hzO
1xwpQ75hLt77F2kz44vWAOcRSNceecVen,electronic_24.jpg,https://drive.google.com/uc?export=view&id=1xwpQ75hLt77F2kz44vWAOcRSNceecVen
15ArQ9CBc9-iNTpLdjPagKsKM628Js9Gr,electronic_25.jpg,https://drive.google.com/uc?export=view&id=15ArQ9CBc9-iNTpLdjPagKsKM628Js9Gr
1bdDO9SbpX8ivZuxhH1fDqCCN3PuWl1zq,electronic_26.jpg,https://drive.google.com/uc?export=view&id=1bdDO9SbpX8ivZuxhH1fDqCCN3PuWl1zq
1_ZQS2VESqToDVgtZd9JFvQIi6t6bueny,electronic_27.jpg,https://drive.google.com/uc?export=view&id=1_ZQS2VESqToDVgtZd9JFvQIi6t6bueny
1OM1XIAC2k3hX1HUuMyOX_bULu3H8Cakv,electronic_28.jpg,https://drive.google.com/uc?export=view&id=1OM1XIAC2k3hX1HUuMyOX_bULu3H8Cakv
17CEf2A9Dk4_3u0ZXyrM6_v9biZUYZvmf,electronic_29.jpg,https://drive.google.com/uc?export=view&id=17CEf2A9Dk4_3u0ZXyrM6_v9biZUYZvmf
1Y5Vd48kq3FHwyLjpVqLsQ4sIEJa2dEO6,electronic_30.jpg,https://drive.google.com/uc?export=view&id=1Y5Vd48kq3FHwyLjpVqLsQ4sIEJa2dEO6
11sqcLOVLOA8i8bxNokbWIK8LAWEaUf1t,electronic_31.jpg,https://drive.google.com/uc?export=view&id=11sqcLOVLOA8i8bxNokbWIK8LAWEaUf1t
1Re6l4hzdDc823fasQIutF1DD6Q_xFcI1,electronic_32.jpg,https://drive.google.com/uc?export=view&id=1Re6l4hzdDc823fasQIutF1DD6Q_xFcI1
1yLze6jzZ5aNEKQxwQwH4LjPha643HSGA,electronic_33.jpg,https://drive.google.com/uc?export=view&id=1yLze6jzZ5aNEKQxwQwH4LjPha643HSGA
14vO741KlEf7QvVv9MFfZugQCKDIxTdBo,electronic_34.jpg,https://drive.google.com/uc?export=view&id=14vO741KlEf7QvVv9MFfZugQCKDIxTdBo
1VNZDrUE8E3d5-qKLPaUiKlXYMZ38PxKb,electronic_35.jpg,https://drive.google.com/uc?export=view&id=1VNZDrUE8E3d5-qKLPaUiKlXYMZ38PxKb
14sf5d8jUMCWjslrDXo3kdmazrGWbUOHV,electronic_36.jpg,https://drive.google.com/uc?export=view&id=14sf5d8jUMCWjslrDXo3kdmazrGWbUOHV
1mea5G1f4LNU-y8wnMvXD9qrMWm-js9cl,electronic_37.jpg,https://drive.google.com/uc?export=view&id=1mea5G1f4LNU-y8wnMvXD9qrMWm-js9cl
125rSmFZVxTJH03c4t7yITfZURY0ApxMm,electronic_38.jpg,https://drive.google.com/uc?export=view&id=125rSmFZVxTJH03c4t7yITfZURY0ApxMm
