id,name,imageLink
1Z8kFwUhEIfCjg1S5cICYCynmZd9Aq9Aw,food_1.jpg,https://drive.google.com/uc?export=view&id=1Z8kFwUhEIfCjg1S5cICYCynmZd9Aq9Aw
1N6ZMpLn9k9YL6DlZzFf_2jUCrhIo2PC2,food_2.jpg,https://drive.google.com/uc?export=view&id=1N6ZMpLn9k9YL6DlZzFf_2jUCrhIo2PC2
1mrnWQwb9pnNIuRjbhZAl5dgOSBGlp3xp,food_3.jpg,https://drive.google.com/uc?export=view&id=1mrnWQwb9pnNIuRjbhZAl5dgOSBGlp3xp
1zNs0fMMKpsoYS6wOJnOETlgh6p7aQebV,food_4.jpg,https://drive.google.com/uc?export=view&id=1zNs0fMMKpsoYS6wOJnOETlgh6p7aQebV
1bguV9VzEMOBjkEBRgCCtGIVqoEJQJNF1,food_5.jpg,https://drive.google.com/uc?export=view&id=1bguV9VzEMOBjkEBRgCCtGIVqoEJQJNF1
1XnP2zy59PweL0TTPUN-idTj3Q2QuO5AT,food_6.jpg,https://drive.google.com/uc?export=view&id=1XnP2zy59PweL0TTPUN-idTj3Q2QuO5AT
1BJWKDR-wsIMND9q0eRsA6d-M-cOoMtH4,food_7.jpg,https://drive.google.com/uc?export=view&id=1BJWKDR-wsIMND9q0eRsA6d-M-cOoMtH4
1_pBttswyOhHaMKKnd0_LRkch-Y3CIYAZ,food_8.jpg,https://drive.google.com/uc?export=view&id=1_pBttswyOhHaMKKnd0_LRkch-Y3CIYAZ
1nZJ3IHwvEm9jJ-vT-oDd_T_LFPNTkY-Y,food_9.jpg,https://drive.google.com/uc?export=view&id=1nZJ3IHwvEm9jJ-vT-oDd_T_LFPNTkY-Y
1sSmjy-5P-NPbICkTEVZNL6TdocdCANTF,food_10.jpg,https://drive.google.com/uc?export=view&id=1sSmjy-5P-NPbICkTEVZNL6TdocdCANTF
1LVJu1T-j1RFwzhVzhW1Q0lo5rtQ37cLD,food_11.jpg,https://drive.google.com/uc?export=view&id=1LVJu1T-j1RFwzhVzhW1Q0lo5rtQ37cLD
1hos9QYKYFcH0z3-M4OaNUIT0hy619Wuo,food_12.jpg,https://drive.google.com/uc?export=view&id=1hos9QYKYFcH0z3-M4OaNUIT0hy619Wuo
1HoaAGl7C2JQYWVgvjYZ5J39p_T5KAwyh,food_13.jpg,https://drive.google.com/uc?export=view&id=1HoaAGl7C2JQYWVgvjYZ5J39p_T5KAwyh
1Vg5digKheQGiwiQtYbQbxT2iXjhyZFcm,food_14.jpg,https://drive.google.com/uc?export=view&id=1Vg5digKheQGiwiQtYbQbxT2iXjhyZFcm
1EHDmEianDY0WK41DRSv2hm4-tUNbBQMu,food_15.jpg,https://drive.google.com/uc?export=view&id=1EHDmEianDY0WK41DRSv2hm4-tUNbBQMu
1_Njl6Yb79lUkERBL48qyjN8oDp4KRN1l,food_16.jpg,https://drive.google.com/uc?export=view&id=1_Njl6Yb79lUkERBL48qyjN8oDp4KRN1l
1vXv58TC54sCq-08yo8fw_myaXrTYgusO,food_17.jpg,https://drive.google.com/uc?export=view&id=1vXv58TC54sCq-08yo8fw_myaXrTYgusO
1qQf1xaf9H0Mk4nEQi5islO1BUBfVm20o,food_18.jpg,https://drive.google.com/uc?export=view&id=1qQf1xaf9H0Mk4nEQi5islO1BUBfVm20o
1A5KnJxc1mr-dJm1D5nVySHiUH3lk4GCK,food_19.jpg,https://drive.google.com/uc?export=view&id=1A5KnJxc1mr-dJm1D5nVySHiUH3lk4GCK
1j11h-ipiGrkjufv5kQponFgbXdhqrLz5,food_20.jpg,https://drive.google.com/uc?export=view&id=1j11h-ipiGrkjufv5kQponFgbXdhqrLz5
18M0F6t_C69wx4KuJ4GEdbGQdjMXF9iDj,food_21.jpg,https://drive.google.com/uc?export=view&id=18M0F6t_C69wx4KuJ4GEdbGQdjMXF9iDj
1IVQucPXJGRJ_8_WYKpfzRF1kG8XPIFtP,food_22.jpg,https://drive.google.com/uc?export=view&id=1IVQucPXJGRJ_8_WYKpfzRF1kG8XPIFtP
1PB3nfTsmVh0sphOnyv_WP7VOHKGCrMOV,food_23.jpg,https://drive.google.com/uc?export=view&id=1PB3nfTsmVh0sphOnyv_WP7VOHKGCrMOV
1XQ3nmFpPl4DhthSEGLgctwpdQill13Az,food_24.jpg,https://drive.google.com/uc?export=view&id=1XQ3nmFpPl4DhthSEGLgctwpdQill13Az
1G-sIstMXuA2jg-FbF90A5NO2Za5tNANN,food_25.jpg,https://drive.google.com/uc?export=view&id=1G-sIstMXuA2jg-FbF90A5NO2Za5tNANN
