id,name,imageLink
1sECa953GobZ29d8rU8RePJT6GtOEDoBn,clothing_1.jpg,https://drive.google.com/thumbnail?id=1sECa953GobZ29d8rU8RePJT6GtOEDoBn&sz=w320
1fcB_8YHnB-omR9RgDeqx4w39fTjOXnLD,clothing_2.jpg,https://drive.google.com/thumbnail?id=1fcB_8YHnB-omR9RgDeqx4w39fTjOXnLD&sz=w320
1m3sjcxPjRIwKzBj1ivKc_ZonmG37esTm,clothing_3.jpg,https://drive.google.com/thumbnail?id=1m3sjcxPjRIwKzBj1ivKc_ZonmG37esTm&sz=w320
1ADcn0699V02hCBJdGHIRvGutj9uNbJ9L,clothing_4.jpg,https://drive.google.com/thumbnail?id=1ADcn0699V02hCBJdGHIRvGutj9uNbJ9L&sz=w320
1056QPs8QDl9cgscz-K087EzWYhpDqNy0,clothing_5.jpg,https://drive.google.com/thumbnail?id=1056QPs8QDl9cgscz-K087EzWYhpDqNy0&sz=w320
15osgOKZ3SVfMbGtrerK4LgansNq6_KGO,clothing_6.jpg,https://drive.google.com/thumbnail?id=15osgOKZ3SVfMbGtrerK4LgansNq6_KGO&sz=w320
1Nob2c1fey7gN9ZwfylOE_D74TiPl45v-,clothing_7.jpg,https://drive.google.com/thumbnail?id=1Nob2c1fey7gN9ZwfylOE_D74TiPl45v-&sz=w320
1LVA4_NlJGEEwKBYVY6jfE5m3aiWMFOY-,clothing_8.jpg,https://drive.google.com/thumbnail?id=1LVA4_NlJGEEwKBYVY6jfE5m3aiWMFOY-&sz=w320
163dNRMSk_e98lWqYyJKRqLuh93m-7kDH,clothing_9.jpg,https://drive.google.com/thumbnail?id=163dNRMSk_e98lWqYyJKRqLuh93m-7kDH&sz=w320
1AgO1X4FV7Bpbwwi1Z1OTuF8hZc7Z49ec,clothing_10.jpg,https://drive.google.com/thumbnail?id=1AgO1X4FV7Bpbwwi1Z1OTuF8hZc7Z49ec&sz=w320
1dlZdoLYU3mYDTk-gXhY-HdS3Q56BT65-,clothing_11.jpg,https://drive.google.com/thumbnail?id=1dlZdoLYU3mYDTk-gXhY-HdS3Q56BT65-&sz=w320
1jSnfVWgqAPJfFpGh52TYybdHk1l3aYPj,clothing_12.jpg,https://drive.google.com/thumbnail?id=1jSnfVWgqAPJfFpGh52TYybdHk1l3aYPj&sz=w320
1rSD9xlouBo7p8UFmv4_uLSAzzQyKp2ql,clothing_13.jpg,https://drive.google.com/thumbnail?id=1rSD9xlouBo7p8UFmv4_uLSAzzQyKp2ql&sz=w320
1XuzUKJQ_d_7gvszbBvDIft4vi583WDo1,clothing_14.jpg,https://drive.google.com/thumbnail?id=1XuzUKJQ_d_7gvszbBvDIft4vi583WDo1&sz=w320
1sobnun05m6-Ef-r_TConZ2B4JhRjXuYO,clothing_15.jpg,https://drive.google.com/thumbnail?id=1sobnun05m6-Ef-r_TConZ2B4JhRjXuYO&sz=w320
