id,name,imageLink
1Z8kFwUhEIfCjg1S5cICYCynmZd9Aq9Aw,food_1.jpg,https://drive.google.com/thumbnail?id=1Z8kFwUhEIfCjg1S5cICYCynmZd9Aq9Aw&sz=w320
1N6ZMpLn9k9YL6DlZzFf_2jUCrhIo2PC2,food_2.jpg,https://drive.google.com/thumbnail?id=1N6ZMpLn9k9YL6DlZzFf_2jUCrhIo2PC2&sz=w320
1mrnWQwb9pnNIuRjbhZAl5dgOSBGlp3xp,food_3.jpg,https://drive.google.com/thumbnail?id=1mrnWQwb9pnNIuRjbhZAl5dgOSBGlp3xp&sz=w320
1zNs0fMMKpsoYS6wOJnOETlgh6p7aQebV,food_4.jpg,https://drive.google.com/thumbnail?id=1zNs0fMMKpsoYS6wOJnOETlgh6p7aQebV&sz=w320
1bguV9VzEMOBjkEBRgCCtGIVqoEJQJNF1,food_5.jpg,https://drive.google.com/thumbnail?id=1bguV9VzEMOBjkEBRgCCtGIVqoEJQJNF1&sz=w320
1XnP2zy59PweL0TTPUN-idTj3Q2QuO5AT,food_6.jpg,https://drive.google.com/thumbnail?id=1XnP2zy59PweL0TTPUN-idTj3Q2QuO5AT&sz=w320
1BJWKDR-wsIMND9q0eRsA6d-M-cOoMtH4,food_7.jpg,https://drive.google.com/thumbnail?id=1BJWKDR-wsIMND9q0eRsA6d-M-cOoMtH4&sz=w320
1_pBttswyOhHaMKKnd0_LRkch-Y3CIYAZ,food_8.jpg,https://drive.google.com/thumbnail?id=1_pBttswyOhHaMKKnd0_LRkch-Y3CIYAZ&sz=w320
1nZJ3IHwvEm9jJ-vT-oDd_T_LFPNTkY-Y,food_9.jpg,https://drive.google.com/thumbnail?id=1nZJ3IHwvEm9jJ-vT-oDd_T_LFPNTkY-Y&sz=w320
1sSmjy-5P-NPbICkTEVZNL6TdocdCANTF,food_10.jpg,https://drive.google.com/thumbnail?id=1sSmjy-5P-NPbICkTEVZNL6TdocdCANTF&sz=w320
1LVJu1T-j1RFwzhVzhW1Q0lo5rtQ37cLD,food_11.jpg,https://drive.google.com/thumbnail?id=1LVJu1T-j1RFwzhVzhW1Q0lo5rtQ37cLD&sz=w320
