page_name,pair_index,randomised,left_is,right_is
electronics_pair_460,460,yes,,
electronics_pair_461,461,yes,,
electronics_pair_462,462,yes,,
electronics_pair_463,463,yes,,
electronics_pair_464,464,no,,
electronics_pair_465,465,yes,,
electronics_pair_466,466,yes,,
electronics_pair_467,467,yes,,
electronics_pair_468,468,no,,
electronics_pair_469,469,no,,
electronics_pair_470,470,no,,
electronics_pair_471,471,no,,
electronics_pair_472,472,yes,,
electronics_pair_473,473,yes,,
electronics_pair_474,474,yes,,
electronics_pair_475,475,yes,,
electronics_pair_476,476,yes,,
electronics_pair_477,477,yes,,
electronics_pair_478,478,yes,,
electronics_pair_479,479,yes,,
