page_name,pair_index,randomised,left_is,right_is
electronics_pair_400,400,no,,
electronics_pair_401,401,no,,
electronics_pair_402,402,yes,,
electronics_pair_403,403,no,,
electronics_pair_404,404,no,,
electronics_pair_405,405,yes,,
electronics_pair_406,406,no,,
electronics_pair_407,407,yes,,
electronics_pair_408,408,no,,
electronics_pair_409,409,yes,,
electronics_pair_410,410,yes,,
electronics_pair_411,411,yes,,
electronics_pair_412,412,yes,,
electronics_pair_413,413,no,,
electronics_pair_414,414,no,,
electronics_pair_415,415,no,,
electronics_pair_416,416,no,,
electronics_pair_417,417,yes,,
electronics_pair_418,418,yes,,
electronics_pair_419,419,no,,
