page_name,pair_index,randomised,left_is,right_is
electronics_pair_620,620,no,,
electronics_pair_621,621,yes,,
electronics_pair_622,622,yes,,
electronics_pair_623,623,yes,,
electronics_pair_624,624,yes,,
electronics_pair_625,625,no,,
electronics_pair_626,626,no,,
electronics_pair_627,627,no,,
electronics_pair_628,628,yes,,
electronics_pair_629,629,no,,
electronics_pair_630,630,no,,
electronics_pair_631,631,no,,
electronics_pair_632,632,no,,
electronics_pair_633,633,yes,,
electronics_pair_634,634,yes,,
electronics_pair_635,635,no,,
electronics_pair_636,636,yes,,
electronics_pair_637,637,no,,
electronics_pair_638,638,yes,,
electronics_pair_639,639,yes,,
