page_name,pair_index,randomised,left_is,right_is
electronics_pair_260,260,yes,,
electronics_pair_261,261,yes,,
electronics_pair_262,262,yes,,
electronics_pair_263,263,no,,
electronics_pair_264,264,yes,,
electronics_pair_265,265,yes,,
electronics_pair_266,266,yes,,
electronics_pair_267,267,yes,,
electronics_pair_268,268,yes,,
electronics_pair_269,269,no,,
electronics_pair_270,270,yes,,
electronics_pair_271,271,yes,,
electronics_pair_272,272,no,,
electronics_pair_273,273,yes,,
electronics_pair_274,274,yes,,
electronics_pair_275,275,no,,
electronics_pair_276,276,yes,,
electronics_pair_277,277,no,,
electronics_pair_278,278,no,,
electronics_pair_279,279,no,,
