page_name,pair_index,randomised,left_is,right_is
food_pair_640,640,no,,
food_pair_641,641,no,,
food_pair_642,642,no,,
food_pair_643,643,yes,,
food_pair_644,644,yes,,
food_pair_645,645,yes,,
food_pair_646,646,yes,,
food_pair_647,647,no,,
food_pair_648,648,yes,,
food_pair_649,649,no,,
food_pair_650,650,no,,
food_pair_651,651,yes,,
food_pair_652,652,no,,
food_pair_653,653,no,,
food_pair_654,654,yes,,
food_pair_655,655,yes,,
food_pair_656,656,yes,,
food_pair_657,657,yes,,
food_pair_658,658,no,,
food_pair_659,659,no,,
