page_name,pair_index,randomised,left_is,right_is
food_pair_820,820,no,,
food_pair_821,821,yes,,
food_pair_822,822,yes,,
food_pair_823,823,yes,,
food_pair_824,824,yes,,
food_pair_825,825,no,,
food_pair_826,826,no,,
food_pair_827,827,no,,
food_pair_828,828,no,,
food_pair_829,829,yes,,
food_pair_830,830,no,,
food_pair_831,831,yes,,
food_pair_832,832,no,,
food_pair_833,833,yes,,
food_pair_834,834,no,,
food_pair_835,835,yes,,
food_pair_836,836,no,,
food_pair_837,837,no,,
food_pair_838,838,yes,,
food_pair_839,839,no,,
