page_name,pair_index,randomised,left_is,right_is
electronics_pair_640,640,no,,
electronics_pair_641,641,yes,,
electronics_pair_642,642,no,,
electronics_pair_643,643,yes,,
electronics_pair_644,644,no,,
electronics_pair_645,645,no,,
electronics_pair_646,646,yes,,
electronics_pair_647,647,no,,
electronics_pair_648,648,yes,,
electronics_pair_649,649,no,,
electronics_pair_650,650,yes,,
electronics_pair_651,651,yes,,
electronics_pair_652,652,no,,
electronics_pair_653,653,yes,,
electronics_pair_654,654,no,,
electronics_pair_655,655,no,,
electronics_pair_656,656,yes,,
electronics_pair_657,657,no,,
electronics_pair_658,658,no,,
electronics_pair_659,659,no,,
