page_name,pair_index,randomised,left_is,right_is
electronics_pair_740,740,yes,,
electronics_pair_741,741,yes,,
electronics_pair_742,742,yes,,
electronics_pair_743,743,no,,
electronics_pair_744,744,no,,
electronics_pair_745,745,no,,
electronics_pair_746,746,yes,,
electronics_pair_747,747,yes,,
electronics_pair_748,748,no,,
electronics_pair_749,749,yes,,
electronics_pair_750,750,yes,,
electronics_pair_751,751,no,,
electronics_pair_752,752,no,,
electronics_pair_753,753,yes,,
electronics_pair_754,754,yes,,
electronics_pair_755,755,no,,
electronics_pair_756,756,no,,
electronics_pair_757,757,yes,,
electronics_pair_758,758,no,,
electronics_pair_759,759,no,,
