page_name,pair_index,randomised,left_is,right_is
food_pair_280,280,no,,
food_pair_281,281,no,,
food_pair_282,282,no,,
food_pair_283,283,yes,,
food_pair_284,284,no,,
food_pair_285,285,yes,,
food_pair_286,286,no,,
food_pair_287,287,yes,,
food_pair_288,288,yes,,
food_pair_289,289,yes,,
food_pair_290,290,yes,,
food_pair_291,291,yes,,
food_pair_292,292,no,,
food_pair_293,293,yes,,
food_pair_294,294,yes,,
food_pair_295,295,no,,
food_pair_296,296,yes,,
food_pair_297,297,no,,
food_pair_298,298,yes,,
food_pair_299,299,yes,,
