page_name,pair_index,randomised,left_is,right_is
electronics_pair_500,500,yes,,
electronics_pair_501,501,no,,
electronics_pair_502,502,no,,
electronics_pair_503,503,yes,,
electronics_pair_504,504,no,,
electronics_pair_505,505,no,,
electronics_pair_506,506,yes,,
electronics_pair_507,507,yes,,
electronics_pair_508,508,yes,,
electronics_pair_509,509,yes,,
electronics_pair_510,510,no,,
electronics_pair_511,511,yes,,
electronics_pair_512,512,yes,,
electronics_pair_513,513,yes,,
electronics_pair_514,514,no,,
electronics_pair_515,515,yes,,
electronics_pair_516,516,yes,,
electronics_pair_517,517,no,,
electronics_pair_518,518,no,,
electronics_pair_519,519,yes,,
