page_name,pair_index,randomised,left_is,right_is
electronics_pair_380,380,yes,,
electronics_pair_381,381,no,,
electronics_pair_382,382,yes,,
electronics_pair_383,383,no,,
electronics_pair_384,384,yes,,
electronics_pair_385,385,no,,
electronics_pair_386,386,yes,,
electronics_pair_387,387,yes,,
electronics_pair_388,388,yes,,
electronics_pair_389,389,yes,,
electronics_pair_390,390,no,,
electronics_pair_391,391,no,,
electronics_pair_392,392,no,,
electronics_pair_393,393,no,,
electronics_pair_394,394,yes,,
electronics_pair_395,395,no,,
electronics_pair_396,396,yes,,
electronics_pair_397,397,yes,,
electronics_pair_398,398,no,,
electronics_pair_399,399,no,,
