page_name,pair_index,randomised,left_is,right_is
clothing_pair_180,180,yes,,
clothing_pair_181,181,no,,
clothing_pair_182,182,no,,
clothing_pair_183,183,no,,
clothing_pair_184,184,no,,
clothing_pair_185,185,no,,
clothing_pair_186,186,no,,
clothing_pair_187,187,yes,,
clothing_pair_188,188,no,,
clothing_pair_189,189,no,,
clothing_pair_190,190,no,,
clothing_pair_191,191,no,,
clothing_pair_192,192,no,,
clothing_pair_193,193,no,,
clothing_pair_194,194,yes,,
clothing_pair_195,195,no,,
clothing_pair_196,196,yes,,
clothing_pair_197,197,yes,,
clothing_pair_198,198,no,,
clothing_pair_199,199,yes,,
