page_name,pair_index,randomised,left_is,right_is
food_pair_360,360,no,,
food_pair_361,361,no,,
food_pair_362,362,yes,,
food_pair_363,363,yes,,
food_pair_364,364,yes,,
food_pair_365,365,yes,,
food_pair_366,366,no,,
food_pair_367,367,yes,,
food_pair_368,368,yes,,
food_pair_369,369,yes,,
food_pair_370,370,yes,,
food_pair_371,371,yes,,
food_pair_372,372,no,,
food_pair_373,373,no,,
food_pair_374,374,yes,,
food_pair_375,375,yes,,
food_pair_376,376,no,,
food_pair_377,377,no,,
food_pair_378,378,yes,,
food_pair_379,379,no,,
