page_name,pair_index,randomised,left_is,right_is
food_pair_1100,1100,no,,
food_pair_1101,1101,yes,,
food_pair_1102,1102,yes,,
food_pair_1103,1103,no,,
food_pair_1104,1104,yes,,
food_pair_1105,1105,no,,
food_pair_1106,1106,yes,,
food_pair_1107,1107,no,,
food_pair_1108,1108,no,,
food_pair_1109,1109,yes,,
food_pair_1110,1110,yes,,
food_pair_1111,1111,no,,
food_pair_1112,1112,no,,
food_pair_1113,1113,no,,
food_pair_1114,1114,yes,,
food_pair_1115,1115,yes,,
food_pair_1116,1116,yes,,
food_pair_1117,1117,yes,,
food_pair_1118,1118,no,,
food_pair_1119,1119,yes,,
