page_name,pair_index,randomised,left_is,right_is
electronics_pair_880,880,no,,
electronics_pair_881,881,yes,,
electronics_pair_882,882,no,,
electronics_pair_883,883,yes,,
electronics_pair_884,884,yes,,
electronics_pair_885,885,yes,,
electronics_pair_886,886,yes,,
electronics_pair_887,887,yes,,
electronics_pair_888,888,yes,,
electronics_pair_889,889,no,,
electronics_pair_890,890,yes,,
electronics_pair_891,891,yes,,
electronics_pair_892,892,no,,
electronics_pair_893,893,no,,
electronics_pair_894,894,no,,
electronics_pair_895,895,yes,,
electronics_pair_896,896,no,,
electronics_pair_897,897,no,,
electronics_pair_898,898,no,,
electronics_pair_899,899,no,,
