page_name,pair_index,randomised,left_is,right_is
electronics_pair_1180,1180,yes,,
electronics_pair_1181,1181,yes,,
electronics_pair_1182,1182,no,,
electronics_pair_1183,1183,no,,
electronics_pair_1184,1184,yes,,
electronics_pair_1185,1185,no,,
electronics_pair_1186,1186,yes,,
electronics_pair_1187,1187,yes,,
electronics_pair_1188,1188,yes,,
electronics_pair_1189,1189,no,,
electronics_pair_1190,1190,no,,
electronics_pair_1191,1191,yes,,
electronics_pair_1192,1192,no,,
electronics_pair_1193,1193,yes,,
electronics_pair_1194,1194,yes,,
electronics_pair_1195,1195,yes,,
electronics_pair_1196,1196,no,,
electronics_pair_1197,1197,no,,
electronics_pair_1198,1198,yes,,
electronics_pair_1199,1199,yes,,
