page_name,pair_index,randomised,left_is,right_is
clothing_pair_120,120,no,,
clothing_pair_121,121,yes,,
clothing_pair_122,122,no,,
clothing_pair_123,123,yes,,
clothing_pair_124,124,no,,
clothing_pair_125,125,no,,
clothing_pair_126,126,yes,,
clothing_pair_127,127,yes,,
clothing_pair_128,128,yes,,
clothing_pair_129,129,no,,
clothing_pair_130,130,yes,,
clothing_pair_131,131,no,,
clothing_pair_132,132,yes,,
clothing_pair_133,133,no,,
clothing_pair_134,134,no,,
clothing_pair_135,135,yes,,
clothing_pair_136,136,yes,,
clothing_pair_137,137,yes,,
clothing_pair_138,138,yes,,
clothing_pair_139,139,no,,
