page_name,pair_index,randomised,left_is,right_is
electronics_pair_1060,1060,no,,
electronics_pair_1061,1061,yes,,
electronics_pair_1062,1062,no,,
electronics_pair_1063,1063,yes,,
electronics_pair_1064,1064,no,,
electronics_pair_1065,1065,yes,,
electronics_pair_1066,1066,yes,,
electronics_pair_1067,1067,yes,,
electronics_pair_1068,1068,yes,,
electronics_pair_1069,1069,yes,,
electronics_pair_1070,1070,no,,
electronics_pair_1071,1071,yes,,
electronics_pair_1072,1072,no,,
electronics_pair_1073,1073,no,,
electronics_pair_1074,1074,yes,,
electronics_pair_1075,1075,no,,
electronics_pair_1076,1076,no,,
electronics_pair_1077,1077,no,,
electronics_pair_1078,1078,yes,,
electronics_pair_1079,1079,no,,
