page_name,pair_index,randomised,left_is,right_is
food_pair_540,540,yes,,
food_pair_541,541,no,,
food_pair_542,542,no,,
food_pair_543,543,no,,
food_pair_544,544,no,,
food_pair_545,545,no,,
food_pair_546,546,yes,,
food_pair_547,547,yes,,
food_pair_548,548,yes,,
food_pair_549,549,yes,,
food_pair_550,550,no,,
food_pair_551,551,no,,
food_pair_552,552,yes,,
food_pair_553,553,no,,
food_pair_554,554,no,,
food_pair_555,555,no,,
food_pair_556,556,no,,
food_pair_557,557,no,,
food_pair_558,558,no,,
food_pair_559,559,no,,
