page_name,pair_index,randomised,left_is,right_is
food_pair_1160,1160,yes,,
food_pair_1161,1161,no,,
food_pair_1162,1162,yes,,
food_pair_1163,1163,yes,,
food_pair_1164,1164,no,,
food_pair_1165,1165,no,,
food_pair_1166,1166,no,,
food_pair_1167,1167,yes,,
food_pair_1168,1168,yes,,
food_pair_1169,1169,no,,
food_pair_1170,1170,yes,,
food_pair_1171,1171,yes,,
food_pair_1172,1172,yes,,
food_pair_1173,1173,no,,
food_pair_1174,1174,no,,
food_pair_1175,1175,no,,
food_pair_1176,1176,yes,,
food_pair_1177,1177,no,,
food_pair_1178,1178,no,,
food_pair_1179,1179,yes,,
