page_name,pair_index,randomised,left_is,right_is
clothing_pair_660,660,no,,
clothing_pair_661,661,no,,
clothing_pair_662,662,no,,
clothing_pair_663,663,no,,
clothing_pair_664,664,no,,
clothing_pair_665,665,no,,
clothing_pair_666,666,no,,
clothing_pair_667,667,no,,
clothing_pair_668,668,yes,,
clothing_pair_669,669,yes,,
clothing_pair_670,670,no,,
clothing_pair_671,671,yes,,
clothing_pair_672,672,no,,
clothing_pair_673,673,yes,,
clothing_pair_674,674,no,,
clothing_pair_675,675,yes,,
clothing_pair_676,676,no,,
clothing_pair_677,677,yes,,
clothing_pair_678,678,no,,
clothing_pair_679,679,yes,,
