page_name,pair_index,randomised,left_is,right_is
food_pair_600,600,yes,,
food_pair_601,601,no,,
food_pair_602,602,yes,,
food_pair_603,603,no,,
food_pair_604,604,no,,
food_pair_605,605,no,,
food_pair_606,606,no,,
food_pair_607,607,no,,
food_pair_608,608,no,,
food_pair_609,609,no,,
food_pair_610,610,yes,,
food_pair_611,611,yes,,
food_pair_612,612,yes,,
food_pair_613,613,no,,
food_pair_614,614,yes,,
food_pair_615,615,yes,,
food_pair_616,616,yes,,
food_pair_617,617,no,,
food_pair_618,618,yes,,
food_pair_619,619,no,,
