page_name,pair_index,randomised,left_is,right_is
food_pair_320,320,yes,,
food_pair_321,321,no,,
food_pair_322,322,yes,,
food_pair_323,323,yes,,
food_pair_324,324,yes,,
food_pair_325,325,yes,,
food_pair_326,326,no,,
food_pair_327,327,yes,,
food_pair_328,328,yes,,
food_pair_329,329,yes,,
food_pair_330,330,no,,
food_pair_331,331,yes,,
food_pair_332,332,no,,
food_pair_333,333,yes,,
food_pair_334,334,yes,,
food_pair_335,335,no,,
food_pair_336,336,yes,,
food_pair_337,337,yes,,
food_pair_338,338,yes,,
food_pair_339,339,yes,,
