page_name,pair_index,randomised,left_is,right_is
clothing_pair_880,880,yes,,
clothing_pair_881,881,no,,
clothing_pair_882,882,no,,
clothing_pair_883,883,no,,
clothing_pair_884,884,yes,,
clothing_pair_885,885,yes,,
clothing_pair_886,886,yes,,
clothing_pair_887,887,yes,,
clothing_pair_888,888,no,,
clothing_pair_889,889,yes,,
clothing_pair_890,890,no,,
clothing_pair_891,891,no,,
clothing_pair_892,892,no,,
clothing_pair_893,893,no,,
clothing_pair_894,894,yes,,
clothing_pair_895,895,yes,,
clothing_pair_896,896,no,,
clothing_pair_897,897,no,,
clothing_pair_898,898,no,,
clothing_pair_899,899,no,,
