page_name,pair_index,randomised,left_is,right_is
clothing_pair_100,100,yes,,
clothing_pair_101,101,no,,
clothing_pair_102,102,yes,,
clothing_pair_103,103,no,,
clothing_pair_104,104,no,,
clothing_pair_105,105,yes,,
clothing_pair_106,106,no,,
clothing_pair_107,107,no,,
clothing_pair_108,108,no,,
clothing_pair_109,109,no,,
clothing_pair_110,110,no,,
clothing_pair_111,111,yes,,
clothing_pair_112,112,no,,
clothing_pair_113,113,no,,
clothing_pair_114,114,no,,
clothing_pair_115,115,no,,
clothing_pair_116,116,yes,,
clothing_pair_117,117,yes,,
clothing_pair_118,118,yes,,
clothing_pair_119,119,yes,,
