page_name,pair_index,randomised,left_is,right_is
electronics_pair_1220,1220,yes,,
electronics_pair_1221,1221,yes,,
electronics_pair_1222,1222,no,,
electronics_pair_1223,1223,no,,
electronics_pair_1224,1224,yes,,
electronics_pair_1225,1225,no,,
electronics_pair_1226,1226,yes,,
electronics_pair_1227,1227,yes,,
electronics_pair_1228,1228,yes,,
electronics_pair_1229,1229,yes,,
electronics_pair_1230,1230,no,,
electronics_pair_1231,1231,yes,,
electronics_pair_1232,1232,yes,,
electronics_pair_1233,1233,no,,
electronics_pair_1234,1234,yes,,
electronics_pair_1235,1235,yes,,
