page_name,pair_index,randomised,left_is,right_is
food_pair_760,760,no,,
food_pair_761,761,no,,
food_pair_762,762,yes,,
food_pair_763,763,no,,
food_pair_764,764,no,,
food_pair_765,765,yes,,
food_pair_766,766,yes,,
food_pair_767,767,no,,
food_pair_768,768,yes,,
food_pair_769,769,yes,,
food_pair_770,770,yes,,
food_pair_771,771,yes,,
food_pair_772,772,no,,
food_pair_773,773,yes,,
food_pair_774,774,yes,,
food_pair_775,775,no,,
food_pair_776,776,no,,
food_pair_777,777,yes,,
food_pair_778,778,no,,
food_pair_779,779,yes,,
