page_name,pair_index,randomised,left_is,right_is
food_pair_100,100,yes,,
food_pair_101,101,no,,
food_pair_102,102,yes,,
food_pair_103,103,yes,,
food_pair_104,104,no,,
food_pair_105,105,no,,
food_pair_106,106,no,,
food_pair_107,107,yes,,
food_pair_108,108,yes,,
food_pair_109,109,yes,,
food_pair_110,110,yes,,
food_pair_111,111,yes,,
food_pair_112,112,no,,
food_pair_113,113,yes,,
food_pair_114,114,yes,,
food_pair_115,115,yes,,
food_pair_116,116,no,,
food_pair_117,117,yes,,
food_pair_118,118,no,,
food_pair_119,119,yes,,
