page_name,pair_index,randomised,left_is,right_is
food_pair_1020,1020,no,,
food_pair_1021,1021,yes,,
food_pair_1022,1022,yes,,
food_pair_1023,1023,yes,,
food_pair_1024,1024,yes,,
food_pair_1025,1025,yes,,
food_pair_1026,1026,yes,,
food_pair_1027,1027,no,,
food_pair_1028,1028,yes,,
food_pair_1029,1029,no,,
food_pair_1030,1030,yes,,
food_pair_1031,1031,no,,
food_pair_1032,1032,no,,
food_pair_1033,1033,no,,
food_pair_1034,1034,yes,,
food_pair_1035,1035,no,,
food_pair_1036,1036,no,,
food_pair_1037,1037,yes,,
food_pair_1038,1038,yes,,
food_pair_1039,1039,no,,
