page_name,pair_index,randomised,left_is,right_is
food_pair_880,880,yes,,
food_pair_881,881,no,,
food_pair_882,882,yes,,
food_pair_883,883,yes,,
food_pair_884,884,yes,,
food_pair_885,885,yes,,
food_pair_886,886,no,,
food_pair_887,887,no,,
food_pair_888,888,yes,,
food_pair_889,889,no,,
food_pair_890,890,no,,
food_pair_891,891,no,,
food_pair_892,892,no,,
food_pair_893,893,yes,,
food_pair_894,894,no,,
food_pair_895,895,no,,
food_pair_896,896,yes,,
food_pair_897,897,no,,
food_pair_898,898,yes,,
food_pair_899,899,no,,
