page_name,pair_index,randomised,left_is,right_is
electronics_pair_1100,1100,yes,,
electronics_pair_1101,1101,no,,
electronics_pair_1102,1102,no,,
electronics_pair_1103,1103,no,,
electronics_pair_1104,1104,no,,
electronics_pair_1105,1105,no,,
electronics_pair_1106,1106,no,,
electronics_pair_1107,1107,no,,
electronics_pair_1108,1108,no,,
electronics_pair_1109,1109,no,,
electronics_pair_1110,1110,no,,
electronics_pair_1111,1111,yes,,
electronics_pair_1112,1112,yes,,
electronics_pair_1113,1113,no,,
electronics_pair_1114,1114,no,,
electronics_pair_1115,1115,yes,,
electronics_pair_1116,1116,no,,
electronics_pair_1117,1117,no,,
electronics_pair_1118,1118,no,,
electronics_pair_1119,1119,no,,
