page_name,pair_index,randomised,left_is,right_is
electronics_pair_140,140,yes,,
electronics_pair_141,141,yes,,
electronics_pair_142,142,yes,,
electronics_pair_143,143,no,,
electronics_pair_144,144,yes,,
electronics_pair_145,145,yes,,
electronics_pair_146,146,yes,,
electronics_pair_147,147,no,,
electronics_pair_148,148,yes,,
electronics_pair_149,149,no,,
electronics_pair_150,150,yes,,
electronics_pair_151,151,no,,
electronics_pair_152,152,yes,,
electronics_pair_153,153,no,,
electronics_pair_154,154,yes,,
electronics_pair_155,155,yes,,
electronics_pair_156,156,no,,
electronics_pair_157,157,no,,
electronics_pair_158,158,no,,
electronics_pair_159,159,no,,
