page_name,pair_index,randomised,left_is,right_is
food_pair_440,440,yes,,
food_pair_441,441,no,,
food_pair_442,442,no,,
food_pair_443,443,yes,,
food_pair_444,444,yes,,
food_pair_445,445,no,,
food_pair_446,446,yes,,
food_pair_447,447,no,,
food_pair_448,448,yes,,
food_pair_449,449,no,,
food_pair_450,450,no,,
food_pair_451,451,no,,
food_pair_452,452,yes,,
food_pair_453,453,yes,,
food_pair_454,454,no,,
food_pair_455,455,no,,
food_pair_456,456,no,,
food_pair_457,457,no,,
food_pair_458,458,yes,,
food_pair_459,459,no,,
