page_name,pair_index,randomised,left_is,right_is
food_pair_380,380,no,,
food_pair_381,381,no,,
food_pair_382,382,yes,,
food_pair_383,383,no,,
food_pair_384,384,no,,
food_pair_385,385,no,,
food_pair_386,386,yes,,
food_pair_387,387,yes,,
food_pair_388,388,yes,,
food_pair_389,389,no,,
food_pair_390,390,no,,
food_pair_391,391,no,,
food_pair_392,392,no,,
food_pair_393,393,yes,,
food_pair_394,394,no,,
food_pair_395,395,yes,,
food_pair_396,396,no,,
food_pair_397,397,no,,
food_pair_398,398,yes,,
food_pair_399,399,yes,,
