page_name,pair_index,randomised,left_is,right_is
electronics_pair_20,20,no,,
electronics_pair_21,21,yes,,
electronics_pair_22,22,yes,,
electronics_pair_23,23,yes,,
electronics_pair_24,24,no,,
electronics_pair_25,25,yes,,
electronics_pair_26,26,no,,
electronics_pair_27,27,no,,
electronics_pair_28,28,no,,
electronics_pair_29,29,no,,
electronics_pair_30,30,no,,
electronics_pair_31,31,yes,,
electronics_pair_32,32,yes,,
electronics_pair_33,33,yes,,
electronics_pair_34,34,no,,
electronics_pair_35,35,no,,
electronics_pair_36,36,yes,,
electronics_pair_37,37,yes,,
electronics_pair_38,38,no,,
electronics_pair_39,39,no,,
