page_name,pair_index,randomised,left_is,right_is
clothing_pair_520,520,yes,,
clothing_pair_521,521,no,,
clothing_pair_522,522,no,,
clothing_pair_523,523,yes,,
clothing_pair_524,524,no,,
clothing_pair_525,525,yes,,
clothing_pair_526,526,no,,
clothing_pair_527,527,no,,
clothing_pair_528,528,yes,,
clothing_pair_529,529,yes,,
clothing_pair_530,530,yes,,
clothing_pair_531,531,no,,
clothing_pair_532,532,yes,,
clothing_pair_533,533,yes,,
clothing_pair_534,534,no,,
clothing_pair_535,535,no,,
clothing_pair_536,536,yes,,
clothing_pair_537,537,yes,,
clothing_pair_538,538,no,,
clothing_pair_539,539,yes,,
