page_name,pair_index,randomised,left_is,right_is
electronics_pair_840,840,yes,,
electronics_pair_841,841,no,,
electronics_pair_842,842,yes,,
electronics_pair_843,843,yes,,
electronics_pair_844,844,no,,
electronics_pair_845,845,no,,
electronics_pair_846,846,no,,
electronics_pair_847,847,yes,,
electronics_pair_848,848,no,,
electronics_pair_849,849,yes,,
electronics_pair_850,850,yes,,
electronics_pair_851,851,no,,
electronics_pair_852,852,yes,,
electronics_pair_853,853,no,,
electronics_pair_854,854,no,,
electronics_pair_855,855,yes,,
electronics_pair_856,856,no,,
electronics_pair_857,857,yes,,
electronics_pair_858,858,no,,
electronics_pair_859,859,no,,
