page_name,pair_index,randomised,left_is,right_is
food_pair_920,920,yes,,
food_pair_921,921,yes,,
food_pair_922,922,yes,,
food_pair_923,923,yes,,
food_pair_924,924,no,,
food_pair_925,925,yes,,
food_pair_926,926,no,,
food_pair_927,927,no,,
food_pair_928,928,no,,
food_pair_929,929,yes,,
food_pair_930,930,yes,,
food_pair_931,931,no,,
food_pair_932,932,no,,
food_pair_933,933,yes,,
food_pair_934,934,no,,
food_pair_935,935,yes,,
food_pair_936,936,no,,
food_pair_937,937,yes,,
food_pair_938,938,yes,,
food_pair_939,939,yes,,
