page_name,pair_index,randomised,left_is,right_is
electronics_pair_940,940,yes,,
electronics_pair_941,941,yes,,
electronics_pair_942,942,yes,,
electronics_pair_943,943,yes,,
electronics_pair_944,944,yes,,
electronics_pair_945,945,yes,,
electronics_pair_946,946,no,,
electronics_pair_947,947,no,,
electronics_pair_948,948,no,,
electronics_pair_949,949,no,,
electronics_pair_950,950,yes,,
electronics_pair_951,951,no,,
electronics_pair_952,952,no,,
electronics_pair_953,953,yes,,
electronics_pair_954,954,no,,
electronics_pair_955,955,no,,
electronics_pair_956,956,yes,,
electronics_pair_957,957,no,,
electronics_pair_958,958,no,,
electronics_pair_959,959,no,,
