page_name,pair_index,randomised,left_is,right_is
food_pair_580,580,yes,,
food_pair_581,581,yes,,
food_pair_582,582,yes,,
food_pair_583,583,no,,
food_pair_584,584,yes,,
food_pair_585,585,no,,
food_pair_586,586,yes,,
food_pair_587,587,no,,
food_pair_588,588,yes,,
food_pair_589,589,no,,
food_pair_590,590,yes,,
food_pair_591,591,no,,
food_pair_592,592,yes,,
food_pair_593,593,yes,,
food_pair_594,594,yes,,
food_pair_595,595,yes,,
food_pair_596,596,yes,,
food_pair_597,597,yes,,
food_pair_598,598,no,,
food_pair_599,599,yes,,
