page_name,pair_index,randomised,left_is,right_is
food_pair_1060,1060,no,,
food_pair_1061,1061,no,,
food_pair_1062,1062,yes,,
food_pair_1063,1063,yes,,
food_pair_1064,1064,no,,
food_pair_1065,1065,yes,,
food_pair_1066,1066,no,,
food_pair_1067,1067,no,,
food_pair_1068,1068,no,,
food_pair_1069,1069,yes,,
food_pair_1070,1070,no,,
food_pair_1071,1071,yes,,
food_pair_1072,1072,no,,
food_pair_1073,1073,no,,
food_pair_1074,1074,yes,,
food_pair_1075,1075,no,,
food_pair_1076,1076,yes,,
food_pair_1077,1077,no,,
food_pair_1078,1078,no,,
food_pair_1079,1079,no,,
