page_name,pair_index,randomised,left_is,right_is
clothing_pair_440,440,yes,,
clothing_pair_441,441,no,,
clothing_pair_442,442,no,,
clothing_pair_443,443,no,,
clothing_pair_444,444,yes,,
clothing_pair_445,445,no,,
clothing_pair_446,446,yes,,
clothing_pair_447,447,no,,
clothing_pair_448,448,no,,
clothing_pair_449,449,no,,
clothing_pair_450,450,yes,,
clothing_pair_451,451,yes,,
clothing_pair_452,452,yes,,
clothing_pair_453,453,yes,,
clothing_pair_454,454,no,,
clothing_pair_455,455,no,,
clothing_pair_456,456,no,,
clothing_pair_457,457,no,,
clothing_pair_458,458,no,,
clothing_pair_459,459,no,,
