page_name,pair_index,randomised,left_is,right_is
food_pair_560,560,yes,,
food_pair_561,561,yes,,
food_pair_562,562,no,,
food_pair_563,563,no,,
food_pair_564,564,no,,
food_pair_565,565,yes,,
food_pair_566,566,yes,,
food_pair_567,567,yes,,
food_pair_568,568,yes,,
food_pair_569,569,yes,,
food_pair_570,570,no,,
food_pair_571,571,no,,
food_pair_572,572,no,,
food_pair_573,573,no,,
food_pair_574,574,yes,,
food_pair_575,575,yes,,
food_pair_576,576,yes,,
food_pair_577,577,yes,,
food_pair_578,578,no,,
food_pair_579,579,yes,,
