page_name,pair_index,randomised,left_is,right_is
electronics_pair_1160,1160,yes,,
electronics_pair_1161,1161,yes,,
electronics_pair_1162,1162,yes,,
electronics_pair_1163,1163,yes,,
electronics_pair_1164,1164,no,,
electronics_pair_1165,1165,yes,,
electronics_pair_1166,1166,no,,
electronics_pair_1167,1167,yes,,
electronics_pair_1168,1168,no,,
electronics_pair_1169,1169,yes,,
electronics_pair_1170,1170,yes,,
electronics_pair_1171,1171,no,,
electronics_pair_1172,1172,yes,,
electronics_pair_1173,1173,no,,
electronics_pair_1174,1174,yes,,
electronics_pair_1175,1175,no,,
electronics_pair_1176,1176,yes,,
electronics_pair_1177,1177,yes,,
electronics_pair_1178,1178,no,,
electronics_pair_1179,1179,yes,,
