page_name,pair_index,randomised,left_is,right_is
electronics_pair_540,540,yes,,
electronics_pair_541,541,no,,
electronics_pair_542,542,no,,
electronics_pair_543,543,no,,
electronics_pair_544,544,no,,
electronics_pair_545,545,no,,
electronics_pair_546,546,no,,
electronics_pair_547,547,no,,
electronics_pair_548,548,yes,,
electronics_pair_549,549,no,,
electronics_pair_550,550,no,,
electronics_pair_551,551,yes,,
electronics_pair_552,552,no,,
electronics_pair_553,553,yes,,
electronics_pair_554,554,no,,
electronics_pair_555,555,no,,
electronics_pair_556,556,yes,,
electronics_pair_557,557,yes,,
electronics_pair_558,558,yes,,
electronics_pair_559,559,no,,
