page_name,pair_index,randomised,left_is,right_is
clothing_pair_800,800,yes,,
clothing_pair_801,801,yes,,
clothing_pair_802,802,no,,
clothing_pair_803,803,no,,
clothing_pair_804,804,no,,
clothing_pair_805,805,no,,
clothing_pair_806,806,no,,
clothing_pair_807,807,yes,,
clothing_pair_808,808,no,,
clothing_pair_809,809,yes,,
clothing_pair_810,810,no,,
clothing_pair_811,811,no,,
clothing_pair_812,812,no,,
clothing_pair_813,813,no,,
clothing_pair_814,814,yes,,
clothing_pair_815,815,yes,,
clothing_pair_816,816,yes,,
clothing_pair_817,817,no,,
clothing_pair_818,818,no,,
clothing_pair_819,819,yes,,
