page_name,pair_index,randomised,left_is,right_is
electronics_pair_600,600,yes,,
electronics_pair_601,601,yes,,
electronics_pair_602,602,yes,,
electronics_pair_603,603,no,,
electronics_pair_604,604,no,,
electronics_pair_605,605,yes,,
electronics_pair_606,606,no,,
electronics_pair_607,607,yes,,
electronics_pair_608,608,no,,
electronics_pair_609,609,yes,,
electronics_pair_610,610,yes,,
electronics_pair_611,611,no,,
electronics_pair_612,612,no,,
electronics_pair_613,613,no,,
electronics_pair_614,614,no,,
electronics_pair_615,615,yes,,
electronics_pair_616,616,yes,,
electronics_pair_617,617,no,,
electronics_pair_618,618,no,,
electronics_pair_619,619,yes,,
