page_name,pair_index,randomised,left_is,right_is
electronics_pair_1140,1140,no,,
electronics_pair_1141,1141,no,,
electronics_pair_1142,1142,yes,,
electronics_pair_1143,1143,yes,,
electronics_pair_1144,1144,yes,,
electronics_pair_1145,1145,no,,
electronics_pair_1146,1146,no,,
electronics_pair_1147,1147,no,,
electronics_pair_1148,1148,no,,
electronics_pair_1149,1149,no,,
electronics_pair_1150,1150,yes,,
electronics_pair_1151,1151,yes,,
electronics_pair_1152,1152,yes,,
electronics_pair_1153,1153,no,,
electronics_pair_1154,1154,yes,,
electronics_pair_1155,1155,yes,,
electronics_pair_1156,1156,no,,
electronics_pair_1157,1157,no,,
electronics_pair_1158,1158,yes,,
electronics_pair_1159,1159,no,,
