page_name,pair_index,randomised,left_is,right_is
food_pair_180,180,yes,,
food_pair_181,181,no,,
food_pair_182,182,yes,,
food_pair_183,183,yes,,
food_pair_184,184,yes,,
food_pair_185,185,no,,
food_pair_186,186,yes,,
food_pair_187,187,yes,,
food_pair_188,188,yes,,
food_pair_189,189,yes,,
food_pair_190,190,no,,
food_pair_191,191,yes,,
food_pair_192,192,yes,,
food_pair_193,193,yes,,
food_pair_194,194,no,,
food_pair_195,195,no,,
food_pair_196,196,yes,,
food_pair_197,197,yes,,
food_pair_198,198,no,,
food_pair_199,199,no,,
