page_name,pair_index,randomised,left_is,right_is
electronics_pair_240,240,yes,,
electronics_pair_241,241,yes,,
electronics_pair_242,242,yes,,
electronics_pair_243,243,yes,,
electronics_pair_244,244,no,,
electronics_pair_245,245,yes,,
electronics_pair_246,246,no,,
electronics_pair_247,247,no,,
electronics_pair_248,248,yes,,
electronics_pair_249,249,no,,
electronics_pair_250,250,no,,
electronics_pair_251,251,no,,
electronics_pair_252,252,yes,,
electronics_pair_253,253,no,,
electronics_pair_254,254,no,,
electronics_pair_255,255,no,,
electronics_pair_256,256,yes,,
electronics_pair_257,257,yes,,
electronics_pair_258,258,yes,,
electronics_pair_259,259,yes,,
