page_name,pair_index,randomised,left_is,right_is
clothing_pair_740,740,no,,
clothing_pair_741,741,no,,
clothing_pair_742,742,no,,
clothing_pair_743,743,no,,
clothing_pair_744,744,no,,
clothing_pair_745,745,yes,,
clothing_pair_746,746,no,,
clothing_pair_747,747,no,,
clothing_pair_748,748,yes,,
clothing_pair_749,749,yes,,
clothing_pair_750,750,no,,
clothing_pair_751,751,yes,,
clothing_pair_752,752,no,,
clothing_pair_753,753,yes,,
clothing_pair_754,754,yes,,
clothing_pair_755,755,no,,
clothing_pair_756,756,no,,
clothing_pair_757,757,yes,,
clothing_pair_758,758,yes,,
clothing_pair_759,759,no,,
