page_name,pair_index,randomised,left_is,right_is
electronics_pair_760,760,yes,,
electronics_pair_761,761,yes,,
electronics_pair_762,762,no,,
electronics_pair_763,763,no,,
electronics_pair_764,764,yes,,
electronics_pair_765,765,yes,,
electronics_pair_766,766,yes,,
electronics_pair_767,767,no,,
electronics_pair_768,768,no,,
electronics_pair_769,769,yes,,
electronics_pair_770,770,no,,
electronics_pair_771,771,yes,,
electronics_pair_772,772,yes,,
electronics_pair_773,773,yes,,
electronics_pair_774,774,yes,,
electronics_pair_775,775,yes,,
electronics_pair_776,776,no,,
electronics_pair_777,777,yes,,
electronics_pair_778,778,yes,,
electronics_pair_779,779,no,,
