page_name,pair_index,randomised,left_is,right_is
food_pair_840,840,yes,,
food_pair_841,841,yes,,
food_pair_842,842,no,,
food_pair_843,843,yes,,
food_pair_844,844,no,,
food_pair_845,845,yes,,
food_pair_846,846,no,,
food_pair_847,847,no,,
food_pair_848,848,yes,,
food_pair_849,849,yes,,
food_pair_850,850,yes,,
food_pair_851,851,yes,,
food_pair_852,852,yes,,
food_pair_853,853,no,,
food_pair_854,854,no,,
food_pair_855,855,yes,,
food_pair_856,856,yes,,
food_pair_857,857,yes,,
food_pair_858,858,no,,
food_pair_859,859,yes,,
