page_name,pair_index,randomised,left_is,right_is
clothing_pair_40,40,no,,
clothing_pair_41,41,no,,
clothing_pair_42,42,yes,,
clothing_pair_43,43,no,,
clothing_pair_44,44,yes,,
clothing_pair_45,45,no,,
clothing_pair_46,46,yes,,
clothing_pair_47,47,yes,,
clothing_pair_48,48,no,,
clothing_pair_49,49,yes,,
clothing_pair_50,50,no,,
clothing_pair_51,51,no,,
clothing_pair_52,52,no,,
clothing_pair_53,53,no,,
clothing_pair_54,54,yes,,
clothing_pair_55,55,yes,,
clothing_pair_56,56,yes,,
clothing_pair_57,57,no,,
clothing_pair_58,58,yes,,
clothing_pair_59,59,yes,,
