page_name,pair_index,randomised,left_is,right_is
electronics_pair_420,420,yes,,
electronics_pair_421,421,no,,
electronics_pair_422,422,no,,
electronics_pair_423,423,yes,,
electronics_pair_424,424,no,,
electronics_pair_425,425,yes,,
electronics_pair_426,426,yes,,
electronics_pair_427,427,no,,
electronics_pair_428,428,yes,,
electronics_pair_429,429,no,,
electronics_pair_430,430,no,,
electronics_pair_431,431,no,,
electronics_pair_432,432,yes,,
electronics_pair_433,433,no,,
electronics_pair_434,434,no,,
electronics_pair_435,435,no,,
electronics_pair_436,436,no,,
electronics_pair_437,437,no,,
electronics_pair_438,438,yes,,
electronics_pair_439,439,no,,
