page_name,pair_index,randomised,left_is,right_is
food_pair_240,240,no,,
food_pair_241,241,yes,,
food_pair_242,242,yes,,
food_pair_243,243,yes,,
food_pair_244,244,no,,
food_pair_245,245,no,,
food_pair_246,246,no,,
food_pair_247,247,yes,,
food_pair_248,248,yes,,
food_pair_249,249,no,,
food_pair_250,250,yes,,
food_pair_251,251,no,,
food_pair_252,252,yes,,
food_pair_253,253,no,,
food_pair_254,254,no,,
food_pair_255,255,yes,,
food_pair_256,256,yes,,
food_pair_257,257,yes,,
food_pair_258,258,no,,
food_pair_259,259,yes,,
