page_name,pair_index,randomised,left_is,right_is
clothing_pair_380,380,no,,
clothing_pair_381,381,no,,
clothing_pair_382,382,no,,
clothing_pair_383,383,no,,
clothing_pair_384,384,yes,,
clothing_pair_385,385,no,,
clothing_pair_386,386,no,,
clothing_pair_387,387,yes,,
clothing_pair_388,388,yes,,
clothing_pair_389,389,yes,,
clothing_pair_390,390,no,,
clothing_pair_391,391,no,,
clothing_pair_392,392,no,,
clothing_pair_393,393,yes,,
clothing_pair_394,394,yes,,
clothing_pair_395,395,yes,,
clothing_pair_396,396,yes,,
clothing_pair_397,397,yes,,
clothing_pair_398,398,no,,
clothing_pair_399,399,yes,,
