page_name,pair_index,randomised,left_is,right_is
electronics_pair_980,980,no,,
electronics_pair_981,981,no,,
electronics_pair_982,982,yes,,
electronics_pair_983,983,no,,
electronics_pair_984,984,yes,,
electronics_pair_985,985,yes,,
electronics_pair_986,986,no,,
electronics_pair_987,987,no,,
electronics_pair_988,988,no,,
electronics_pair_989,989,yes,,
electronics_pair_990,990,yes,,
electronics_pair_991,991,yes,,
electronics_pair_992,992,yes,,
electronics_pair_993,993,yes,,
electronics_pair_994,994,yes,,
electronics_pair_995,995,no,,
electronics_pair_996,996,no,,
electronics_pair_997,997,no,,
electronics_pair_998,998,no,,
electronics_pair_999,999,no,,
