page_name,pair_index,randomised,left_is,right_is
food_pair_460,460,no,,
food_pair_461,461,no,,
food_pair_462,462,no,,
food_pair_463,463,no,,
food_pair_464,464,yes,,
food_pair_465,465,no,,
food_pair_466,466,yes,,
food_pair_467,467,yes,,
food_pair_468,468,no,,
food_pair_469,469,yes,,
food_pair_470,470,yes,,
food_pair_471,471,no,,
food_pair_472,472,yes,,
food_pair_473,473,no,,
food_pair_474,474,no,,
food_pair_475,475,no,,
food_pair_476,476,yes,,
food_pair_477,477,yes,,
food_pair_478,478,no,,
food_pair_479,479,yes,,
